file,config,verification_result,ranking_functions,invariants,nontermination,total_time,analysis_time,cpu_time,used_heap,termination_config,analysis_name,output_dir,relative_path
08.c,general,UNKNOWN,"Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2",Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [],Non-termination arguments:,261.353s,260.796s,300.320s,3118MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/08.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/pie/hola/08.c
08.c,lasso,UNKNOWN,"Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 3*main::__CPAchecker_TMP_2 + 2",Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [],Non-termination arguments:,2.497s,1.762s,6.230s,517MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/08.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/pie/hola/08.c
1.c,general,UNKNOWN,,,Non-termination arguments:,258.678s,258.129s,300.050s,5230MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/1.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/dillig/safe/1.c
1.c,lasso,UNKNOWN,,,Non-termination arguments:,0.955s,0.210s,3.080s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/1.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/dillig/safe/1.c
10.c,general,UNKNOWN,,,Non-termination arguments:,265.738s,265.184s,299.980s,3229MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/10.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/dillig/safe/10.c
10.c,lasso,UNKNOWN,,,Non-termination arguments:,1.010s,0.250s,3.260s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/10.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/dillig/safe/10.c
100.c,general,TRUE,Ranking function f(main::x) = 1*main::x,Supporting invariants [],Non-termination arguments:,1.154s,0.601s,4.050s,262MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/100.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/100.c
100.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x,Supporting invariants [],Non-termination arguments:,1.061s,0.310s,3.470s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/100.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/100.c
101.c,general,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants [],Non-termination arguments:,1.126s,0.578s,4.810s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/101.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/101.c
101.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants [],Non-termination arguments:,1.001s,0.270s,3.140s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/101.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/101.c
102.c,general,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants [],Non-termination arguments:,1.115s,0.577s,5.140s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/102.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/102.c
102.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants [],Non-termination arguments:,1.021s,0.280s,3.330s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/102.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/102.c
103.c,general,TRUE,Ranking function f(main::x) = -1*main::x + 101,Supporting invariants [],Non-termination arguments:,1.103s,0.567s,4.700s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/103.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/103.c
103.c,lasso,TRUE,Ranking function f(main::x) = -1*main::x + 101,Supporting invariants [],Non-termination arguments:,1.065s,0.318s,3.280s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/103.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/103.c
104.c,general,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants [],Non-termination arguments:,1.121s,0.587s,4.980s,262MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/104.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/104.c
104.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants [],Non-termination arguments:,1.028s,0.292s,3.360s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/104.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/104.c
105.c,general,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants [],Non-termination arguments:,1.123s,0.577s,4.850s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/105.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/105.c
105.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants [],Non-termination arguments:,1.034s,0.293s,3.280s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/105.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/105.c
107.c,general,TRUE,,,Non-termination arguments:,0.832s,0.288s,2.840s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/107.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/107.c
107.c,lasso,TRUE,Ranking function f(main::k) = -3*main::k + 5,Supporting invariants [],Non-termination arguments:,1.068s,0.314s,3.580s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/107.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/107.c
108.c,general,TRUE,"Ranking function f(main::k, main::c) = -1*main::k + 1*main::c",Supporting invariants [],Non-termination arguments:,1.205s,0.667s,4.360s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/108.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/108.c
108.c,lasso,TRUE,"Ranking function f(main::k, main::c) = -1*main::k + 1*main::c",Supporting invariants [],Non-termination arguments:,1.119s,0.377s,3.670s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/108.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/108.c
109.c,general,TRUE,"Ranking function f(main::k, main::c) = -1*main::k + 1*main::c",Supporting invariants [],Non-termination arguments:,1.170s,0.633s,5.660s,262MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/109.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/109.c
109.c,lasso,TRUE,"Ranking function f(main::k, main::c) = -1*main::k + 1*main::c",Supporting invariants [],Non-termination arguments:,1.079s,0.328s,3.680s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/109.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/109.c
11.c,general,FALSE,,,"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::y=0, main::x=0, main::__CPAchecker_TMP_0=0} Honda state: {main::y=0, main::x=0, main::__CPAchecker_TMP_0=-1} Generalized eigenvectors: [{main::y=11, main::x=11, main::__CPAchecker_TMP_0=1}, {main::y=0, main::x=0, main::__CPAchecker_TMP_0=-1}, {main::y=-1, main::x=-1, main::__CPAchecker_TMP_0=0}] Lambdas: [0, 1, 0] Nus: [1, 0]",0.964s,0.413s,3.230s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/11.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/11.c
11.c,lasso,FALSE,,,"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::y=0, main::x=0, main::__CPAchecker_TMP_0=0} Honda state: {main::y=0, main::x=0, main::__CPAchecker_TMP_0=-1} Generalized eigenvectors: [{main::y=11, main::x=11, main::__CPAchecker_TMP_0=1}, {main::y=0, main::x=0, main::__CPAchecker_TMP_0=-1}, {main::y=-1, main::x=-1, main::__CPAchecker_TMP_0=0}] Lambdas: [0, 1, 0] Nus: [1, 0]",0.908s,0.167s,2.810s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/11.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/11.c
110.c,general,TRUE,"Ranking function f(main::i, main::n) = -3*main::i + 4*main::n",Supporting invariants [1*main::i > 0],Non-termination arguments:,1.150s,0.607s,5.320s,273MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/110.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/110.c
110.c,lasso,TRUE,"Ranking function f(main::i, main::n) = -3*main::i + 4*main::n",Supporting invariants [1*main::i > 0],Non-termination arguments:,1.066s,0.322s,3.570s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/110.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/110.c
111.c,general,TRUE,"Ranking function f(main::i, main::n) = -3*main::i + 4*main::n",Supporting invariants [1*main::i > 0],Non-termination arguments:,1.153s,0.617s,5.150s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/111.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/111.c
