Filename,Relative Path,Run ID,Date Time,Duration (s),LLM Calls,Label,RAG Similarity,Invariants,Ranking Function,Z3 Result,Report Path,Error
Choose_false-no-overflow_false-termination.c,c_bench_nonterm/Choose_false-no-overflow_false-termination.c,9403b7326c0d4be4be1fa8a69c24481f,2025-12-17T17:24:40.111776,21.51,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_172440_9403b7326c0d4be4be1fa8a69c24481f.json,
nterm_14_cex.c,c_bench_nonterm/nterm_14_cex.c,2cd3991afd764016af324910ff207778,2025-12-17T17:25:56.874567,76.76,4,non-terminating,0.0,,null,Error: Unknown verification output...,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_172556_2cd3991afd764016af324910ff207778.json,
ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination-broken.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination-broken.c,f9bc789929f14e08bcb218ad47e3def3,2025-12-17T17:26:32.058701,35.18,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_172632_f9bc789929f14e08bcb218ad47e3def3.json,
ChenFlurMukhopadhyay-SAS2012-Ex2.12_false-termination.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex2.12_false-termination.c,a390350bdc1641fc85750f9b167a8e31,2025-12-17T17:27:46.691663,74.63,4,non-terminating,0.0,,5 - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_172746_a390350bdc1641fc85750f9b167a8e31.json,
nonlin_mult_nonterm_4.c,c_bench_nonterm/nonlin_mult_nonterm_4.c,c44c18754c8640ddad4edae5598cd047,2025-12-17T17:28:04.452131,17.76,3,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_172804_c44c18754c8640ddad4edae5598cd047.json,
Even_false-no-overflow_false-termination.c,c_bench_nonterm/Even_false-no-overflow_false-termination.c,64ec0bf9a25d4340913ca70d75e1ae3a,2025-12-17T17:28:35.097235,30.64,4,non-terminating,0.0,,i,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_172835_64ec0bf9a25d4340913ca70d75e1ae3a.json,
NO_24_false-termination_true-no-overflow.c,c_bench_nonterm/NO_24_false-termination_true-no-overflow.c,3f7b1737ba6f4617b599ab4271fb37bf,2025-12-17T17:29:16.273180,41.18,4,non-terminating,0.0,,5 - (a + b),Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_172916_3f7b1737ba6f4617b599ab4271fb37bf.json,
choices_div_3.c,c_bench_nonterm/choices_div_3.c,96b17667cefe4d60b36dbf18523c85d2,2025-12-17T17:30:07.055580,50.78,4,non-terminating,0.0,,j,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173007_96b17667cefe4d60b36dbf18523c85d2.json,
nterm_ever_02.c,c_bench_nonterm/nterm_ever_02.c,6d0d6d9fcdc54a6e969a22dd472b5c54,2025-12-17T17:30:41.286767,34.23,4,non-terminating,0.0,,-j,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173041_6d0d6d9fcdc54a6e969a22dd472b5c54.json,
LeikeHeizmann-WST2014-Ex5_false-termination.c,c_bench_nonterm/LeikeHeizmann-WST2014-Ex5_false-termination.c,68f6625c250e4e9d86c968214bba3007,2025-12-17T17:31:15.724753,34.44,4,non-terminating,0.0,,null,Failed: No Ranking Function Proposed,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173115_68f6625c250e4e9d86c968214bba3007.json,
ChenCookFuhsNimkarOHearn-TACAS2014-Introduction_false-termination_true-no-overflow.c,c_bench_nonterm/ChenCookFuhsNimkarOHearn-TACAS2014-Introduction_false-termination_true-no-overflow.c,2bd6fc74d5f540ba8b2cc99b5e61fb08,2025-12-17T17:31:35.443602,19.72,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173135_2bd6fc74d5f540ba8b2cc99b5e61fb08.json,
CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow-broken-3.c,c_bench_nonterm/CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow-broken-3.c,3dea81bf676041f39a82a16c7807fe97,2025-12-17T17:32:22.948652,47.50,3,terminating,0.0,,K - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173222_3dea81bf676041f39a82a16c7807fe97.json,
determ_nterm_2.c,c_bench_nonterm/determ_nterm_2.c,1b292e7e3d4d47f9b583f72cafed130b,2025-12-17T17:32:43.753480,20.80,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173243_1b292e7e3d4d47f9b583f72cafed130b.json,
nterm_19_cex.c,c_bench_nonterm/nterm_19_cex.c,51633b187f9643b5b24175bb14c70089,2025-12-17T17:33:26.674325,42.92,4,terminating,0.0,,abs(x - K) + abs(y - K),Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173326_51633b187f9643b5b24175bb14c70089.json,
nterm_ever_14.c,c_bench_nonterm/nterm_ever_14.c,1e408e5b2cd7445d9f65d67286c6d004,2025-12-17T17:33:47.890056,21.22,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173347_1e408e5b2cd7445d9f65d67286c6d004.json,
ChenFlurMukhopadhyay-SAS2012-Ex3.02_false-no-overflow.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex3.02_false-no-overflow.c,bbf80482c60b4f4a8f9caddd379f458a,2025-12-17T17:34:05.247672,17.36,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173405_bbf80482c60b4f4a8f9caddd379f458a.json,
nterm_01_cex.c,c_bench_nonterm/nterm_01_cex.c,9244f67d330a46d5905f880b2fdc8db3,2025-12-17T17:34:24.974640,19.73,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173424_9244f67d330a46d5905f880b2fdc8db3.json,
aviad_true-termination_true-no-overflow-broken2.c,c_bench_nonterm/aviad_true-termination_true-no-overflow-broken2.c,6e77040834d446f8b6a00bf4e6a65e40,2025-12-17T17:34:46.695694,21.72,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173446_6e77040834d446f8b6a00bf4e6a65e40.json,
NarrowKonv_false-termination_true-no-overflow.c,c_bench_nonterm/NarrowKonv_false-termination_true-no-overflow.c,501200750aa643a8bd69b9e0843b0631,2025-12-17T17:35:33.946470,47.25,4,terminating,0.0,,"(range, i)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173533_501200750aa643a8bd69b9e0843b0631.json,
nterm_12_cex.c,c_bench_nonterm/nterm_12_cex.c,26bb69dd50aa44ee86566a3a15a62768,2025-12-17T17:35:55.421559,21.47,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173555_26bb69dd50aa44ee86566a3a15a62768.json,
Parallel_true-no-overflow_true-termination_true-valid-memsafety-modif.c,c_bench_nonterm/Parallel_true-no-overflow_true-termination_true-valid-memsafety-modif.c,eecc0b51fffa41f2b93c7172bc50218e,2025-12-17T17:36:28.952597,33.53,4,non-terminating,0.0,,x + y,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173628_eecc0b51fffa41f2b93c7172bc50218e.json,
nonlin_mult_nonterm_2.c,c_bench_nonterm/nonlin_mult_nonterm_2.c,9e4fe547ff61478db60e96ebbf6028b9,2025-12-17T17:36:58.853407,29.90,4,non-terminating,0.0,,null,Failed: No ranking function provided,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173658_9e4fe547ff61478db60e96ebbf6028b9.json,
Swingers_false-termination_true-no-overflow.c,c_bench_nonterm/Swingers_false-termination_true-no-overflow.c,c992fb2750b247b7a857ce727fea2cfd,2025-12-17T17:37:17.826649,18.97,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173717_c992fb2750b247b7a857ce727fea2cfd.json,
Flip2_false-termination_true-no-overflow.c,c_bench_nonterm/Flip2_false-termination_true-no-overflow.c,29d8c738a405490aacd914f965b92727,2025-12-17T17:38:02.322871,44.50,4,terminating,0.0,,"(i, j)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173802_29d8c738a405490aacd914f965b92727.json,
MirrorIntervSim_false-termination_true-no-overflow.c,c_bench_nonterm/MirrorIntervSim_false-termination_true-no-overflow.c,3f6de936751c40b394767c2b39a9359b,2025-12-17T17:38:38.290977,35.97,4,non-terminating,0.0,,abs(i),Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173838_3f6de936751c40b394767c2b39a9359b.json,
nterm_ever_12.c,c_bench_nonterm/nterm_ever_12.c,6471101f127942fc876db546058c11d4,2025-12-17T17:38:57.644982,19.35,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173857_6471101f127942fc876db546058c11d4.json,
nterm_ever_11.c,c_bench_nonterm/nterm_ever_11.c,22610b5540e3409caad20f9557f3e03b,2025-12-17T17:39:20.471525,22.83,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_173920_22610b5540e3409caad20f9557f3e03b.json,
determ_nterm_4.c,c_bench_nonterm/determ_nterm_4.c,5c9aae6ed4eb4f2cbcffd87d28575607,2025-12-17T17:40:00.516558,40.04,4,non-terminating,0.0,,10 - (a + b + c),Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174000_5c9aae6ed4eb4f2cbcffd87d28575607.json,
DoubleNeg_false-no-overflow_false-termination.c,c_bench_nonterm/DoubleNeg_false-no-overflow_false-termination.c,b4abc2be18814a03b56c4d7acc3504c1,2025-12-17T17:40:29.612884,29.10,4,non-terminating,0.0,,i,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174029_b4abc2be18814a03b56c4d7acc3504c1.json,
Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety-broken.c,c_bench_nonterm/Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety-broken.c,,2025-12-17T17:40:48.149860,,,error,,,,,,Embedding provider error: Request timed out.
Swingers_false-termination_true-no-overflow-version-2.c,c_bench_nonterm/Swingers_false-termination_true-no-overflow-version-2.c,8524aa48b62c4db5b7d17e69b7c4ee85,2025-12-17T17:41:36.469861,48.32,4,non-terminating,0.0,,null,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174136_8524aa48b62c4db5b7d17e69b7c4ee85.json,
Sunset_false-termination_true-no-overflow.c,c_bench_nonterm/Sunset_false-termination_true-no-overflow.c,ea466220b21f4cb69a62695765ac8565,2025-12-17T17:42:25.220672,48.75,4,terminating,0.0,,i,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174225_ea466220b21f4cb69a62695765ac8565.json,
PastaC10_false-no-overflow_false-termination.c,c_bench_nonterm/PastaC10_false-no-overflow_false-termination.c,e29ca82263544ac6b38f989be7347d2d,2025-12-17T17:43:30.816213,65.60,4,non-terminating,0.0,,i - j,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174330_e29ca82263544ac6b38f989be7347d2d.json,
NO_22_false-termination_true-no-overflow.c,c_bench_nonterm/NO_22_false-termination_true-no-overflow.c,358afbe0d6b54cff8bb9219a17cbb951,2025-12-17T17:43:46.391801,15.58,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174346_358afbe0d6b54cff8bb9219a17cbb951.json,
nterm_04_cex.c,c_bench_nonterm/nterm_04_cex.c,f82c0e88a0864b7a9b80bff90f492b26,2025-12-17T17:44:04.093129,17.70,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174404_f82c0e88a0864b7a9b80bff90f492b26.json,
ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-broken.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-broken.c,ace15d8e9cb141ac8b3b401e5cfed2a8,2025-12-17T17:44:41.144656,37.05,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174441_ace15d8e9cb141ac8b3b401e5cfed2a8.json,
AlternKonv_false-termination_true-no-overflow.c,c_bench_nonterm/AlternKonv_false-termination_true-no-overflow.c,8065cca1e97f4ac49c6ce267c687dab9,2025-12-17T17:45:23.969949,42.83,4,non-terminating,0.0,,abs(i),Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174523_8065cca1e97f4ac49c6ce267c687dab9.json,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination_true-no-overflow-broken.c,c_bench_nonterm/HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination_true-no-overflow-broken.c,ce00401dd0c64c6b89c14ced197d3adb,2025-12-17T17:45:54.090629,30.12,4,non-terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174554_ce00401dd0c64c6b89c14ced197d3adb.json,
Problem00_label00_true-unreach-call-nonterm-toy.c,c_bench_nonterm/Problem00_label00_true-unreach-call-nonterm-toy.c,95a92083dee34aadbc85979b61a7d912,2025-12-17T17:46:15.777713,21.69,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174615_95a92083dee34aadbc85979b61a7d912.json,
nonlin_div_nonterm_2.c,c_bench_nonterm/nonlin_div_nonterm_2.c,7ee7ec194c404f80ba93929cfa4dddd0,2025-12-17T17:46:42.614404,26.84,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174642_7ee7ec194c404f80ba93929cfa4dddd0.json,
ComplInterv_false-no-overflow_false-termination.c,c_bench_nonterm/ComplInterv_false-no-overflow_false-termination.c,38127e2b88b04df8802b247849efa967,2025-12-17T17:47:13.827393,31.21,4,non-terminating,0.0,,null,Failed: No ranking function provided,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174713_38127e2b88b04df8802b247849efa967.json,
nterm_ever_05.c,c_bench_nonterm/nterm_ever_05.c,fa950c6f21ea4181ae913e743a92d954,2025-12-17T17:47:55.570979,41.74,4,non-terminating,0.0,,1000 - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174755_fa950c6f21ea4181ae913e743a92d954.json,
Et2_false-no-overflow_false-termination.c,c_bench_nonterm/Et2_false-no-overflow_false-termination.c,,2025-12-17T17:48:00.819144,,,error,,,,,,Embedding provider error: Connection error.
nonlin_mult_nonterm_7.c,c_bench_nonterm/nonlin_mult_nonterm_7.c,4b8fbea5477c4456aec14afa9516edf1,2025-12-17T17:48:24.987183,24.17,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174824_4b8fbea5477c4456aec14afa9516edf1.json,
eca_core.c,c_bench_nonterm/eca_core.c,9ad6c8a964724fa88ea9e3bb81aa5c7a,2025-12-17T17:49:08.071023,43.08,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174908_9ad6c8a964724fa88ea9e3bb81aa5c7a.json,
NonTerminationSimple8_false-termination_true-valid-memsafety-simplifed-2.c,c_bench_nonterm/NonTerminationSimple8_false-termination_true-valid-memsafety-simplifed-2.c,b972ec64127044d8995088387ca04e29,2025-12-17T17:49:25.207132,17.14,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_174925_b972ec64127044d8995088387ca04e29.json,
choices_dec_4.c,c_bench_nonterm/choices_dec_4.c,19011e932e544d3e8b62c66980c3a86d,2025-12-17T17:51:08.271452,103.06,4,non-terminating,0.0,,x + y + z + w,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175108_19011e932e544d3e8b62c66980c3a86d.json,
choices_eq_2_nondet.c,c_bench_nonterm/choices_eq_2_nondet.c,9a66b1525c224b67965368d4554821d6,2025-12-17T17:51:30.741047,22.47,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175130_9a66b1525c224b67965368d4554821d6.json,
Ex08_false-termination_true-no-overflow-version2.c,c_bench_nonterm/Ex08_false-termination_true-no-overflow-version2.c,04843ec2ed4e49839710f2cf306ecf8e,2025-12-17T17:52:03.729263,32.99,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175203_04843ec2ed4e49839710f2cf306ecf8e.json,
MenloPark_true-no-overflow_true-termination_true-valid-memsafety_modif_broken3.c,c_bench_nonterm/MenloPark_true-no-overflow_true-termination_true-valid-memsafety_modif_broken3.c,80dd68c2656c49f69c5ed9982c389d3f,2025-12-17T17:53:33.217228,89.49,4,non-terminating,0.0,,"(x, y)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175333_80dd68c2656c49f69c5ed9982c389d3f.json,
Lcm_false-no-overflow_false-termination.c,c_bench_nonterm/Lcm_false-no-overflow_false-termination.c,3b9b39da02924fd5ab123fa868202283,2025-12-17T17:53:55.022506,21.81,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175355_3b9b39da02924fd5ab123fa868202283.json,
Factorial_false-no-overflow_false-termination.c,c_bench_nonterm/Factorial_false-no-overflow_false-termination.c,4077c6fedbe148b28df710095fc7223e,2025-12-17T17:54:13.914615,18.89,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175413_4077c6fedbe148b28df710095fc7223e.json,
CookSeeZuleger-TACAS2013-Fig8a-modified-true-termination_true-no-overflow-broken-2.c,c_bench_nonterm/CookSeeZuleger-TACAS2013-Fig8a-modified-true-termination_true-no-overflow-broken-2.c,2b5305941a444cb1b4253a0cdb72da36,2025-12-17T17:54:48.288830,34.37,4,non-terminating,0.0,,abs(x - K),"Error: Traceback (most recent call last):
  File ""/tmp/tmp5zkduk2v.py"", line 38, in <module>
    loop_condition = substitute(loop_condition, subs)
  File ""/home/clexma/Desktop/fox3/TermDB/EvolveTerm/.venv_ev...",/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175448_2b5305941a444cb1b4253a0cdb72da36.json,
2Nested_false-termination_true-valid-memsafety.c,c_bench_nonterm/2Nested_false-termination_true-valid-memsafety.c,b1f5e6c0571a4fb9bfb6e612a479e48e,2025-12-17T17:55:09.336943,21.05,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175509_b1f5e6c0571a4fb9bfb6e612a479e48e.json,
nonlin_mod_nonterm_2.c,c_bench_nonterm/nonlin_mod_nonterm_2.c,5c3508e5f3724042803a1fc03b5c2278,2025-12-17T17:56:25.277384,75.94,4,non-terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175625_5c3508e5f3724042803a1fc03b5c2278.json,
ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-no-overflow.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-no-overflow.c,94853e97825447849fa29c875f713f64,2025-12-17T17:56:46.985846,21.71,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175646_94853e97825447849fa29c875f713f64.json,
Singapore_plus_false-no-overflow.c,c_bench_nonterm/Singapore_plus_false-no-overflow.c,133054498e94409ab02ad7de986d33eb,2025-12-17T17:57:30.064774,43.08,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175730_133054498e94409ab02ad7de986d33eb.json,
choices_dec_2.c,c_bench_nonterm/choices_dec_2.c,a698f61c04eb44c7ac80508732bfcd1e,2025-12-17T17:58:17.500698,47.44,4,non-terminating,0.0,,x + y,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175817_a698f61c04eb44c7ac80508732bfcd1e.json,
c.07_true-termination_true-no-overflow-broken1.c,c_bench_nonterm/c.07_true-termination_true-no-overflow-broken1.c,f9fae65026ec4bbc8e10191ad22a98ee,2025-12-17T17:59:35.756013,78.26,4,non-terminating,0.0,,"(101 - i, k - j)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_175935_f9fae65026ec4bbc8e10191ad22a98ee.json,
ChenFlurMukhopadhyay-SAS2012-Ex2.11_false-termination.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex2.11_false-termination.c,6614d101daec4e4fb53e87199f39bf3a,2025-12-17T18:01:04.928896,89.17,3,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_180104_6614d101daec4e4fb53e87199f39bf3a.json,
nterm_11_cex.c,c_bench_nonterm/nterm_11_cex.c,e68a2626c82d4a07a9dfbcbe6521f6f8,2025-12-17T18:01:39.745816,34.82,4,non-terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_180139_e68a2626c82d4a07a9dfbcbe6521f6f8.json,
CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow-broken-4.c,c_bench_nonterm/CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow-broken-4.c,f21fa6e9c4024df9b0275bbaf5a9a6d4,2025-12-17T18:02:37.210077,57.46,3,terminating,0.0,,x - K,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_180237_f21fa6e9c4024df9b0275bbaf5a9a6d4.json,
nterm_24_cex.c,c_bench_nonterm/nterm_24_cex.c,608ec7d87238494c95f7a8d58141d73b,2025-12-17T18:03:40.487258,63.28,4,non-terminating,0.0,,"(z - x, y)",Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251217_180340_608ec7d87238494c95f7a8d58141d73b.json,
