file,config,verification_result,ranking_functions,invariants,nontermination,total_time,analysis_time,cpu_time,used_heap,termination_config,analysis_name,output_dir,relative_path
110.c,lasso,TRUE,"Ranking function f(main::i, main::n) = -3*main::i + 4*main::n",Supporting invariants [1*main::i > 0],Non-termination arguments:,1.066s,0.322s,3.570s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/110.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/110.c
111.c,lasso,TRUE,"Ranking function f(main::i, main::n) = -3*main::i + 4*main::n",Supporting invariants [1*main::i > 0],Non-termination arguments:,1.100s,0.345s,3.580s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/111.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/111.c
112.c,lasso,TRUE,"Ranking function f(main::i, main::n) = -3*main::i + 4*main::n",Supporting invariants [1*main::i > 0],Non-termination arguments:,1.066s,0.323s,3.530s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/112.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/112.c
113.c,lasso,TRUE,"Ranking function f(main::i, main::n) = -3*main::i + 4*main::n",Supporting invariants [1*main::i > 0],Non-termination arguments:,1.095s,0.329s,3.500s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/113.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/113.c
118.c,lasso,TRUE,"Ranking function f(main::i, main::size) = -1*main::i + 1*main::size + 1",Supporting invariants [],Non-termination arguments:,1.065s,0.312s,3.510s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/118.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/118.c
119.c,lasso,TRUE,"Ranking function f(main::i, main::size) = -1*main::i + 1*main::size + 1",Supporting invariants [],Non-termination arguments:,1.052s,0.308s,3.410s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/119.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/119.c
120.c,lasso,TRUE,Ranking function f(main::i) = -1*main::i + 9,Supporting invariants [],Non-termination arguments:,1.101s,0.340s,3.560s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/120.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/120.c
121.c,lasso,TRUE,Ranking function f(main::i) = -1*main::i + 9,Supporting invariants [],Non-termination arguments:,1.070s,0.339s,3.590s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/121.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/121.c
122.c,lasso,TRUE,"Ranking function f(main::i, main::size) = -1*main::i + 1*main::size + 1",Supporting invariants [],Non-termination arguments:,1.046s,0.309s,3.520s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/122.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/122.c
123.c,lasso,TRUE,"Ranking function f(main::i, main::size) = -1*main::i + 1*main::size + 1",Supporting invariants [],Non-termination arguments:,1.045s,0.311s,3.450s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/123.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/123.c
128.c,lasso,TRUE,"Ranking function f(main::x, main::y) = -1*main::x + 1*main::y",Supporting invariants [4*main::x - 3 > 0],Non-termination arguments:,1.052s,0.309s,3.340s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/128.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/128.c
129.c,lasso,TRUE,"Ranking function f(main::x, main::y) = -1*main::x + 1*main::y",Supporting invariants [4*main::x - 3 > 0],Non-termination arguments:,1.041s,0.313s,3.420s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/129.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/129.c
133.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants [],Non-termination arguments:,1.047s,0.305s,3.450s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/133.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/133.c
15.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n; Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants []; Supporting invariants [],Non-termination arguments:,1.133s,0.398s,3.790s,263MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/15.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/15.c
16.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n; Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants []; Supporting invariants [],Non-termination arguments:,1.128s,0.394s,3.690s,264MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/16.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/16.c
17.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n; Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants []; Supporting invariants [],Non-termination arguments:,1.186s,0.450s,4.160s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/17.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/17.c
18.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n; Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants []; Supporting invariants [],Non-termination arguments:,1.141s,0.409s,3.760s,254MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/18.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/18.c
19.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n; Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants []; Supporting invariants [],Non-termination arguments:,1.166s,0.424s,3.880s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/19.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/19.c
20.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n; Ranking function f(main::x, main::n) = -1*main::x + 1*main::n",Supporting invariants []; Supporting invariants [],Non-termination arguments:,1.168s,0.422s,3.930s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/20.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/20.c
25.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x,Supporting invariants [],Non-termination arguments:,1.044s,0.310s,3.420s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/25.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/25.c
28.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x,Supporting invariants [],Non-termination arguments:,1.020s,0.280s,3.350s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/28.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/28.c
29.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x,Supporting invariants [],Non-termination arguments:,1.001s,0.280s,3.230s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/29.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/29.c
2Nested_true-termination.c,lasso,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [],Non-termination arguments:,1.385s,0.625s,4.640s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/2Nested_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/2Nested_true-termination.c
30.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x,Supporting invariants [],Non-termination arguments:,1.055s,0.311s,3.390s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/30.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/30.c
32.c,lasso,TRUE,"Ranking function f(main::n) = -4*main::n + 3; Ranking function f(main::b) = 1*main::b; Ranking function f(main::k, main::i, main::__CPAchecker_TMP_0) = 1*main::k - 2*main::i + 2*main::__CPAchecker_TMP_0; Ranking function f(main::i, main::b) = 1*main::i - 3*main::b; Ranking function f(main::b, main::i, main::__CPAchecker_TMP_0) = 3*main::b - 4*main::i + 4*main::__CPAchecker_TMP_0; Ranking function f(main::n, main::k) = -1*main::n + 2*main::k","Supporting invariants [-4*main::n + 5*main::b >= 0]; Supporting invariants [1*main::k > 0]; Supporting invariants [1*main::n > 0]; Supporting invariants [1*main::i > 0, 1*main::k > 0]; Supporting invariants []; Supporting invariants []",Non-termination arguments:,3.542s,2.791s,9.780s,447MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/32.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/pie/hola/32.c
33.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x,Supporting invariants [],Non-termination arguments:,1.004s,0.271s,3.230s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/33.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/33.c
34.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x,Supporting invariants [],Non-termination arguments:,1.026s,0.282s,3.250s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/34.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/34.c
4.c,lasso,TRUE,Ranking function f(main::x) = -3*main::x + 1502,Supporting invariants [],Non-termination arguments:,1.060s,0.336s,3.550s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/4.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/4.c
6.c,lasso,TRUE,"Ranking function f(main::x, main::size) = -1*main::x + 1*main::size",Supporting invariants [],Non-termination arguments:,1.090s,0.342s,3.730s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/6.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/6.c
63.c,lasso,TRUE,Ranking function f(main::x) = -12*main::x + 131,Supporting invariants [1*main::x > 0],Non-termination arguments:,1.118s,0.340s,3.610s,231MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/63.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/63.c
64.c,lasso,TRUE,Ranking function f(main::x) = -12*main::x + 131,Supporting invariants [1*main::x > 0],Non-termination arguments:,1.081s,0.317s,3.430s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/64.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/64.c
65.c,lasso,TRUE,Ranking function f(main::x) = -3*main::x + 301,Supporting invariants [1*main::x > 0],Non-termination arguments:,1.093s,0.347s,3.610s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/65.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/65.c
66.c,lasso,TRUE,Ranking function f(main::x) = -3*main::x + 301,Supporting invariants [1*main::x > 0],Non-termination arguments:,1.064s,0.323s,3.440s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/66.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/66.c
67.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n + 1",Supporting invariants [],Non-termination arguments:,1.038s,0.287s,3.370s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/67.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/67.c
68.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n + 1",Supporting invariants [],Non-termination arguments:,1.015s,0.283s,3.280s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/68.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/68.c
69.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n + 1",Supporting invariants [],Non-termination arguments:,1.023s,0.289s,3.330s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/69.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/69.c
70.c,lasso,TRUE,"Ranking function f(main::x, main::n) = -1*main::x + 1*main::n + 1",Supporting invariants [],Non-termination arguments:,1.054s,0.305s,3.320s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/70.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/70.c
83.c,lasso,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [],Non-termination arguments:,10.811s,10.059s,14.550s,501MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/83.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/83.c
84.c,lasso,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [],Non-termination arguments:,12.274s,11.541s,16.230s,538MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/84.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/84.c
85.c,lasso,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [],Non-termination arguments:,11.307s,10.576s,15.310s,489MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/85.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/85.c
86.c,lasso,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [],Non-termination arguments:,12.106s,11.359s,16.020s,523MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/86.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/86.c
87.c,lasso,TRUE,,,Non-termination arguments:,0.871s,0.105s,2.780s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/87.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/87.c
89.c,lasso,TRUE,,,Non-termination arguments:,0.845s,0.106s,2.780s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/89.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/89.c
93.c,lasso,TRUE,"Ranking function f(main::i, main::n) = -1*main::i + 1*main::n; Ranking function f(main::i, main::n) = -1*main::i + 1*main::n",Supporting invariants []; Supporting invariants [],Non-termination arguments:,1.218s,0.477s,4.130s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/93.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/93.c
94.c,lasso,TRUE,"Ranking function f(main::n, main::i) = 3*main::n - 3*main::i + 2",Supporting invariants [],Non-termination arguments:,1.096s,0.348s,3.520s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/94.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/94.c
95.c,lasso,TRUE,"Ranking function f(main::i, main::x) = -3*main::i + 3*main::x + 2",Supporting invariants [],Non-termination arguments:,1.051s,0.312s,3.450s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/95.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/95.c
96.c,lasso,TRUE,"Ranking function f(main::i, main::x) = -3*main::i + 3*main::x + 2",Supporting invariants [],Non-termination arguments:,1.051s,0.319s,3.460s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/96.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/96.c
97.c,lasso,TRUE,"Ranking function f(main::i, main::x) = -1*main::i + 1*main::x + 1",Supporting invariants [],Non-termination arguments:,1.069s,0.312s,3.520s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/97.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/97.c
98.c,lasso,TRUE,"Ranking function f(main::i, main::x) = -1*main::i + 1*main::x + 1",Supporting invariants [],Non-termination arguments:,1.082s,0.328s,3.530s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/98.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/98.c
99.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x,Supporting invariants [],Non-termination arguments:,1.069s,0.331s,3.510s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/99.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/99.c
AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c,lasso,TRUE,Ranking function f(main::j) = 1*main::j; Ranking function f(main::i) = 1*main::i,Supporting invariants []; Supporting invariants [],Non-termination arguments:,1.373s,0.620s,4.630s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c
AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c,lasso,TRUE,"Ranking function f(main::k, main::j, main::i) = 3*main::k - 3*main::j - 3*main::i + 304",Supporting invariants [],Non-termination arguments:,1.136s,0.380s,3.770s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c
AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c,lasso,TRUE,Ranking function f(main::i) = 1*main::i,Supporting invariants [],Non-termination arguments:,1.068s,0.306s,3.350s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c
AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c,lasso,TRUE,"Ranking function f(main::x, main::max) = -3*main::x + 3*main::max + 2",Supporting invariants [],Non-termination arguments:,1.130s,0.396s,3.790s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c
AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c,lasso,TRUE,"Ranking function f(main::N, main::i) = 1*main::N - 1*main::i",Supporting invariants [1*main::N > 0],Non-termination arguments:,1.245s,0.501s,4.380s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c
AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c,lasso,TRUE,"Ranking function f(main::da, main::r) = 1*main::da - 1*main::r + 1",Supporting invariants [-1*main::db + 1*main::da >= 0],Non-termination arguments:,1.182s,0.442s,4.130s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c
