file_name,category,is_stable,llm_is_terminating,llm_is_unknown,ref_is_terminating,ref_is_unknown,repeat_count,processing_time
HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination.c,YES,True,True,False,True,False,2,4.68
svcomp_openbsd_cstrcmp_alloca.c,YES,True,True,False,True,False,2,10.77
svcomp_java_Continue1-alloca.c,YES,True,True,False,True,False,2,2.75
LeikeHeizmann-TACAS2014-Fig1_true-termination.c,YES,False,False,False,True,False,2,3.82
svcomp_a.04.c,YES,True,True,False,True,False,2,2.88
svcomp_HarrisLalNoriRajamani-2010SAS-Fig3_true-alloca.c,YES,True,True,False,True,False,2,2.88
svcomp_java_AG313-alloca.c,YES,True,True,False,True,False,2,4.43
AliasDarteFeautrierGonnord-SAS2010-loops_true-termination.c,YES,True,True,False,True,False,2,6.85
AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c,YES,True,True,False,True,False,2,2.45
svcomp_flag-alloca.c,YES,True,False,False,True,False,2,6.32
CookSeeZuleger-TACAS2013-Fig8a_true-termination.c,YES,True,True,False,True,False,2,3.74
ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c,YES,True,True,False,True,False,2,4.52
svcomp_mult_array_alloca.c,YES,True,True,False,True,False,2,7.87
BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c,YES,True,True,False,True,False,2,4.45
HeizmannHoenickeLeikePodelski-ATVA2013-Fig7_true-termination.c,YES,False,False,False,True,False,2,3.0
svcomp_a.09_assume-alloca.c,YES,True,False,False,True,False,2,5.97
svcomp_b.14.c,YES,False,False,False,True,False,2,3.74
CookSeeZuleger-TACAS2013-Fig7b_true-termination.c,YES,True,True,False,True,False,2,4.23
svcomp_openbsd_cstrpbrk_alloca.c,YES,True,True,False,True,False,2,19.19
afterrec_2calls_false-unreach-call.c,YES,True,False,False,True,False,2,4.72
svcomp_twisted-alloca.c,YES,True,False,False,True,False,2,4.89
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c,YES,True,False,False,True,False,2,8.09
svcomp_a.06-alloca.c,YES,False,False,False,True,False,2,6.53
svcomp_java_Nested.c,YES,True,True,False,True,False,2,4.56
PastaB7.c,YES,True,True,False,True,False,2,4.64
svcomp_b.06.c,YES,True,True,False,True,False,2,2.41
rec_counter3.c,YES,True,False,False,True,False,2,7.42
svcomp_cstrspn_true_alloca.c,YES,True,True,False,True,False,2,9.52
svcomp_BrockschmidtCookFuhs-2013CAV-Fig1_true-alloca.c,YES,True,True,False,True,False,2,5.08
id_i10_o10_false-unreach-call.c,YES,True,True,False,True,False,2,4.27
svcomp_openbsd_cstpcpy_alloca.c,YES,True,True,False,True,False,2,7.95
Arrays01-EquivalentConstantIndices_true-termination.c,YES,True,True,False,True,False,2,3.72
svcomp_fermat.c,YES,True,True,False,True,False,2,11.46
svcomp_cstrlen_true-termination.c,YES,True,True,False,True,False,2,7.17
AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c,YES,True,True,False,True,False,2,7.67
PastaA4.c,YES,True,False,False,True,False,2,3.59
svcomp_openbsd_cstrncmp_alloca.c,YES,True,True,False,True,False,2,3.66
svcomp_Fibonacci01_true-unreach-call_modified.c,YES,True,True,False,True,False,2,7.72
MinusBuiltIn.c,YES,True,False,False,True,False,2,4.2
svcomp_a.04-alloca.c,YES,True,True,False,True,False,2,7.45
Urban-WST2013-Fig2-modified1000_true-termination.c,YES,True,True,False,True,False,2,7.95
4BitCounterPointer_true-termination.c,YES,True,True,False,True,False,2,3.65
PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c,YES,False,False,False,True,False,2,3.86
svcomp_openbsd_cstrstr_alloca.c,YES,True,True,False,True,False,2,10.09
easy1_true-termination.c,YES,True,True,False,True,False,2,6.73
PastaB11.c,YES,True,True,False,True,False,2,9.05
PastaB15.c,YES,True,True,False,True,False,2,3.38
aaron2_true-termination.c,YES,False,False,False,True,False,2,4.57
svcomp_NoriSharma-2013FSE-Fig8_true-alloca.c,YES,True,False,False,True,False,2,7.49
DivMinus.c,YES,True,True,False,True,False,2,3.86
Nested.c,YES,True,True,False,True,False,2,6.76
AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c,YES,True,True,False,True,False,2,10.89
HarrisLalNoriRajamani-SAS2010-Fig3_true-termination.c,YES,True,True,False,True,False,2,5.67
fibo_2calls_2_false-unreach-call.c,YES,True,True,False,True,False,2,6.45
AliasDarteFeautrierGonnord-SAS2010-wcet2_true-termination.c,YES,True,True,False,True,False,2,3.6
svcomp_selectionsort_alloca.c,YES,True,True,False,True,False,2,6.8
svcomp_BrockschmidtCookFuhs-2013CAV-Introduction_true-alloca.c,YES,True,False,False,True,False,2,3.94
Toulouse-MultiBranchesToLoop_true-termination.c,YES,False,False,False,True,False,2,7.39
svcomp_strchr_true-termination.c,YES,True,True,False,True,False,2,5.39
ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c,YES,True,True,False,True,False,2,2.77
svcomp_a.01.c,YES,True,True,False,True,False,2,3.3
MutualRecursion_1b_true-termination.c,YES,True,True,False,True,False,2,3.41
svcomp_a.07.c,YES,True,True,False,True,False,2,9.46
desc_ll_search-ptrdiff_existing.c,YES,True,True,False,True,False,2,8.67
svcomp_b.18.c,YES,True,True,False,True,False,2,7.02
PastaA8.c,YES,True,False,False,True,False,2,3.45
MinusUserDefined.c,YES,False,False,False,True,False,2,4.57
ColonSipma-TACAS2001-Fig1_true-termination.c,YES,True,True,False,True,False,2,2.81
KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c,YES,True,True,False,True,False,2,6.25
ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c,YES,True,True,False,True,False,2,7.85
svcomp_count_down_alloca.c,YES,True,True,False,True,False,2,11.22
PastaB16.c,YES,True,True,False,True,False,2,7.92
PastaB2.c,YES,True,True,False,True,False,2,2.2
svcomp_c.01_assume.c,YES,True,True,False,True,False,2,3.96
svcomp_java_Break-alloca.c,YES,True,True,False,True,False,2,2.2
min_rf_true-termination.c,YES,True,True,False,True,False,2,2.06
ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c,YES,True,True,False,True,False,2,8.24
UrbanMine-ESOP2014-Fig3_true-termination.c,YES,True,True,False,True,False,2,10.74
email_spec0_product05_true-unreach-call.cil.c,YES,False,False,False,True,False,2,9.69
Mysore_true-termination.c,YES,False,False,False,True,False,2,2.93
svcomp_java_Sequence-alloca.c,YES,True,True,False,True,False,2,2.57
svcomp_c.01-no-inv-alloca.c,YES,True,True,False,True,False,2,3.51
HarrisLalNoriRajamani-SAS2010-Fig1_true-termination.c,YES,False,False,False,True,False,2,4.51
NoriSharma-FSE2013-Fig7_true-termination.c,YES,True,True,False,True,False,2,6.06
ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c,YES,True,True,False,True,False,2,5.17
svcomp_min_rf_true-alloca.c,YES,True,False,False,True,False,2,3.12
TerminatorRec02_true.c,YES,True,True,False,True,False,2,10.39
AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c,YES,True,True,False,True,False,2,4.58
svcomp_b.13.c,YES,True,True,False,True,False,2,5.18
svcomp_Avery-2006FLOPS-Tabel1_true-alloca.c,YES,True,True,False,True,False,2,12.61
svcomp_c.03.c,YES,False,False,False,True,False,2,5.19
PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c,YES,True,True,False,True,False,2,2.96
Pure2Phase_true-termination.c,YES,True,True,False,True,False,2,10.06
Cairo_true-termination.c,YES,True,True,False,True,False,2,5.07
nondet_ll_search_zero.c,YES,True,True,False,True,False,2,4.22
svcomp_cstrchr_true_alloca.c,YES,True,True,False,True,False,2,8.37
MinusMin.c,YES,True,True,False,True,False,2,2.81
Urban-WST2013-Fig2_true-termination.c,YES,True,True,False,True,False,2,7.82
ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c,YES,True,True,False,True,False,2,5.03
svcomp_a.07-alloca.c,YES,True,True,False,True,False,2,3.05
Nyala-2lex_true-termination.c,YES,True,True,False,True,False,2,9.35
960521-1_1_true-valid-memsafety.c,YES,True,True,False,True,False,2,12.82
ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c,YES,True,True,False,True,False,2,2.74
svcomp_ex1-alloca.c,YES,True,True,False,True,False,2,5.44
AliasDarteFeautrierGonnord-SAS2010-complex_true-termination.c,YES,True,True,False,True,False,2,3.22
BallRajamani-SPIN2000-Fig1_false-unreach-call.c,YES,True,False,False,True,False,2,3.64
kbfiltr_simpl1_true-unreach-call_true-termination.cil.c,YES,True,False,False,True,False,2,14.43
ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c,YES,True,True,False,True,False,2,3.8
PastaA9.c,YES,False,False,False,True,False,2,3.89
rec_counter1.c,YES,True,True,False,True,False,2,3.89
svcomp_c.02-alloca.c,YES,True,False,False,True,False,2,5.67
svcomp_Ackermann01_true-unreach-call_modified_modified.c,YES,True,True,False,True,False,2,4.24
svcomp_b.09-no-inv_assume-alloca.c,YES,True,True,False,True,False,2,4.54
ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c,YES,True,True,False,True,False,2,3.17
diskperf_simpl1_true-unreach-call_true-termination.cil.c,YES,False,False,False,True,False,2,10.11
svcomp_diff_alloca.c,YES,True,True,False,True,False,2,7.57
svcomp_strreplace_alloca.c,YES,True,True,False,True,False,2,6.44
svcomp_a.10-alloca.c,YES,True,True,False,True,False,2,5.02
Gothenburg_v2_true-termination.c,YES,False,False,False,True,False,2,5.05
PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c,YES,True,True,False,True,False,2,2.93
svcomp_b.09-no-inv_assume.c,YES,True,True,False,True,False,2,8.56
svcomp_array03_alloca.c,YES,True,True,False,True,False,2,4.93
svcomp_java_Nested-alloca.c,YES,True,True,False,True,False,2,8.53
svcomp_bubblesort_alloca.c,YES,True,True,False,True,False,2,7.7
Et3_true.c,YES,True,False,False,True,False,2,4.06
PastaB6.c,YES,True,True,False,True,False,2,3.03
svcomp_cstrncmp_true-termination.c,YES,True,True,False,True,False,2,9.63
LeeJonesBen-Amram-POPL2001-Ex2_true-termination.c,YES,True,True,False,True,False,2,7.63
svcomp_a.06.c,YES,True,True,False,True,False,2,2.81
Pure3Phase_true-termination.c,YES,True,True,False,True,False,2,9.57
LeeJonesBen-Amram-POPL2001-Ex3_true-termination.c,YES,True,True,False,True,False,2,10.67
ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c,YES,True,True,False,True,False,2,6.09
svcomp_cstrcspn_true_alloca.c,YES,True,True,False,True,False,2,7.81
svcomp_KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-alloca.c,YES,True,True,False,True,False,2,9.52
AliasDarteFeautrierGonnord-SAS2010-Fig2a_true-termination.c,YES,True,True,False,True,False,2,6.29
svcomp_cstrcpy_alloca.c,YES,True,True,False,True,False,2,3.8
PastaA5.c,YES,True,False,False,True,False,2,4.96
svcomp_ChenFlurMukhopadhyay-2012SAS-Fig1_true-alloca.c,YES,True,False,False,True,False,2,6.46
BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination.c,YES,True,True,False,True,False,2,7.65
svcomp_cstrpbrk_true-termination.c,YES,True,True,False,True,False,2,8.86
svcomp_b.03-no-inv_assume.c,YES,True,False,False,True,False,2,4.77
ex3.c,YES,False,False,False,True,False,2,7.1
PastaB1.c,YES,True,True,False,True,False,2,4.46
svcomp_GulwaniJainKoskinen-2009PLDI-Fig1_true-alloca.c,YES,True,False,False,True,False,2,4.81
svcomp_a.10.c,YES,True,True,False,True,False,2,3.88
PastaB14.c,YES,True,True,False,True,False,2,8.1
LeeJonesBen-Amram-POPL2001-Ex5_true-termination.c,YES,True,True,False,True,False,2,3.16
NoriSharma-FSE2013-Fig8_true-termination.c,YES,True,True,False,True,False,2,11.73
AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c,YES,True,True,False,True,False,2,8.4
svcomp_cstrncmp_true_alloca.c,YES,True,True,False,True,False,2,6.86
svcomp_LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-alloca.c,YES,False,False,False,True,False,2,7.94
AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c,YES,True,True,False,True,False,2,11.13
svcomp_Urban-2013WST-Fig2_true-alloca.c,YES,True,True,False,True,False,2,7.74
KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1_true-termination.c,YES,True,False,False,True,False,2,5.02
svcomp_HarrisLalNoriRajamani-2010SAS-Fig1_true-alloca.c,YES,True,True,False,True,False,2,9.32
svcomp_b.11.c,YES,True,True,False,True,False,2,2.62
nondet_ll_traverse-ptrdiff.c,YES,False,False,False,True,False,2,8.17
desc_ll_search_mod.c,YES,True,True,False,True,False,2,8.71
svcomp_ex3b.c,YES,False,False,False,True,False,2,4.31
NestedRecursion_2c_true-termination.c,YES,False,False,False,True,False,2,5.41
svcomp_ex3b-alloca.c,YES,False,False,False,True,False,2,14.35
PastaB17.c,YES,True,True,False,True,False,2,3.68
svcomp_easySum-alloca.c,YES,True,True,False,True,False,2,2.69
svcomp_a.09_assume.c,YES,False,False,False,True,False,2,6.68
NestedRecursion_1c_true-termination.c,YES,True,True,False,True,False,2,5.66
gcd01_true-unreach-call_true-termination.c,YES,True,True,False,True,False,2,10.34
EvenOdd01_true-unreach-call_true-termination.c,YES,True,True,False,True,False,2,7.11
ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c,YES,True,True,False,True,False,2,5.59
Parallel_true-termination.c,YES,True,True,False,True,False,2,6.65
PastaA6.c,YES,True,True,False,True,False,2,3.39
ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c,YES,True,True,False,True,False,2,2.75
Fibonacci01_true-unreach-call.c,YES,True,True,False,True,False,2,9.88
svcomp_cstrcspn_true-termination.c,YES,True,True,False,True,False,2,8.89
Toulouse-BranchesToLoop_true-termination.c,YES,False,False,False,True,False,2,8.58
PastaC1.c,YES,True,True,False,True,False,2,4.02
Lobnya-Boolean-Reordered_true-termination.c,YES,True,True,False,True,False,2,5.12
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c,YES,True,False,False,True,False,2,5.59
svcomp_c.01_assume-alloca.c,YES,True,True,False,True,False,2,7.48
data_structures_set_multi_proc_false-unreach-call_ground.c,YES,True,True,False,True,False,2,4.31
svcomp_b.16.c,YES,True,True,False,True,False,2,6.01
svcomp_c.03-alloca.c,YES,True,True,False,True,False,2,13.95
svcomp_twisted.c,YES,True,False,False,True,False,2,6.89
genady_true-termination.c,YES,True,True,False,True,False,2,8.68
NestedRecursion_1b_true-termination.c,YES,False,False,False,True,False,2,5.65
svcomp_CookSeeZuleger-2013TACAS-Fig7b_true-alloca.c,YES,False,False,False,True,False,2,6.15
ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c,YES,True,True,False,True,False,2,5.04
svcomp_b.10.c,YES,True,True,False,True,False,2,3.24
svcomp_c.08-alloca.c,YES,True,True,False,True,False,2,5.39
PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c,YES,True,True,False,True,False,2,3.81
svcomp_Ben-Amram-2010LMCS-Ex2.3_true-alloca.c,YES,True,True,False,True,False,2,7.7
ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c,YES,True,True,False,True,False,2,2.9
svcomp_array01_alloca.c,YES,True,True,False,True,False,2,3.3
svcomp_a.08.c,YES,True,True,False,True,False,2,3.64
svcomp_lis_alloca.c,YES,True,True,False,True,False,2,4.17
svcomp_cstrlen_true_alloca.c,YES,True,True,False,True,False,2,6.1
WhileFalse_true-termination.c,YES,True,True,False,True,False,2,4.56
svcomp_java_Continue1.c,YES,True,True,False,True,False,2,5.63
aviad_true-termination.c,YES,True,True,False,True,False,2,3.08
svcomp_openbsd_cmemchr_alloca.c,YES,True,True,False,True,False,2,7.19
2Nested_true-termination.c,YES,True,True,False,True,False,2,5.87
asc_ll_search_last.c,YES,True,True,False,True,False,2,7.63
AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c,YES,True,True,False,True,False,2,6.27
PodelskiRybalchenko-TACAS2011-Fig2_true-termination.c,YES,True,True,False,True,False,2,4.74
CookSeeZuleger-TACAS2013-Fig8b_true-termination.c,YES,True,True,False,True,False,2,4.17
cdaudio_simpl1_false-unreach-call_true-termination.cil.c,YES,False,False,False,True,False,2,6.8
svcomp_fermat-alloca.c,YES,True,True,False,True,False,2,8.52
LeikeHeizmann-TACAS2014-Ex1_true-termination.c,YES,True,True,False,True,False,2,4.49
LeikeHeizmann-TACAS2014-Ex9_true-termination.c,YES,True,True,False,True,False,2,6.07
svcomp_b.15.c,YES,False,False,False,True,False,2,7.88
HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination.c,YES,True,True,False,True,False,2,4.33
BradleyMannaSipma-ICALP2005-Fig1_true-termination.c,YES,True,True,False,True,False,2,8.12
svcomp_b.01.c,YES,True,True,False,True,False,2,4.23
svcomp_b.09_assume.c,YES,True,True,False,True,False,2,7.31
PodelskiRybalchenko-LICS2004-Fig1_true-termination.c,YES,True,True,False,True,False,2,3.35
AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c,YES,True,True,False,True,False,2,7.55
LeikeHeizmann-WST2014-Ex9_true-termination.c,YES,True,True,False,True,False,2,2.66
LeikeHeizmann-TACAS2014-Ex8_true-termination.c,YES,True,True,False,True,False,2,9.45
s3_clnt_1_false-unreach-call.cil.c,YES,True,False,False,True,False,2,6.52
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c,YES,False,False,False,True,False,2,8.91
BradleyMannaSipma-CAV2005-Fig1_true-termination.c,YES,True,True,False,True,False,2,3.47
GCD3.c,YES,False,False,False,True,False,2,4.84
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c,YES,True,True,False,True,False,2,5.72
svcomp_b.06-alloca.c,YES,True,True,False,True,False,2,4.29
AliasDarteFeautrierGonnord-SAS2010-Fig1_true-termination.c,YES,True,True,False,True,False,2,3.0
svcomp_b.02.c,YES,True,True,False,True,False,2,3.03
svcomp_b.13-alloca.c,YES,True,True,False,True,False,2,7.09
Gothenburg_true-termination.c,YES,True,True,False,True,False,2,2.94
GulavaniGulwani-CAV2008-Fig1c_true-termination.c,YES,True,True,False,True,False,2,2.54
svcomp_cstrspn_true-termination.c,YES,True,True,False,True,False,2,10.31
ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c,YES,True,True,False,True,False,2,6.28
desc_ll_search_existing.c,YES,True,True,False,True,False,2,8.99
nondet_ll_insert.c,YES,True,True,False,True,False,2,11.57
PastaC7.c,YES,True,True,False,True,False,2,2.59
svcomp_java_Sequence.c,YES,True,True,False,True,False,2,4.59
ChenFlurMukhopadhyay-SAS2012-Fig1_true-termination.c,YES,True,True,False,True,False,2,10.08
Avery-FLOPS2006-Table1_true-termination.c,YES,True,True,False,True,False,2,6.51
svcomp_java_LogBuiltIn-alloca.c,YES,True,True,False,True,False,2,7.69
McCarthyIterative.c,YES,True,True,False,True,False,2,11.7
svcomp_genady_true-alloca.c,YES,False,False,False,True,False,2,4.97
svcomp_b.02-alloca.c,YES,True,True,False,True,False,2,2.84
svcomp_java_BubbleSort_alloca.c,YES,True,True,False,True,False,2,9.39
Thun_true-termination.c,YES,True,True,False,True,False,2,5.8
DivMinus2.c,YES,True,True,False,True,False,2,3.99
svcomp_openbsd_cstrlcpy_alloca.c,YES,True,True,False,True,False,2,7.26
recHanoi01_true-unreach-call_true-termination.c,YES,True,True,False,True,False,2,6.74
TelAviv-Amir-Minimum_true-termination.c,YES,True,True,False,True,False,2,5.48
svcomp_b.11-alloca.c,YES,True,True,False,True,False,2,4.88
SyntaxSupportPointer01_true-termination.c,YES,True,False,False,True,False,2,4.65
LeeJonesBen-Amram-POPL2001-Ex1_true-termination.c,YES,True,True,False,True,False,2,7.41
PastaC9.c,YES,False,False,False,True,False,2,5.1
svcomp_aviad_true-alloca.c,YES,True,True,False,True,False,2,2.93
ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c,YES,True,True,False,True,False,2,8.19
svcomp_c.08.c,YES,True,True,False,True,False,2,5.45
RecursiveMultiplication_true-termination.c,YES,True,True,False,True,False,2,6.12
PastaC3.c,YES,True,True,False,True,False,2,8.04
svcomp_c.07-alloca.c,YES,False,False,False,True,False,2,5.26
svcomp_b.10-alloca.c,YES,True,True,False,True,False,2,4.05
4NestedWith3Variables_true-termination.c,YES,True,True,False,True,False,2,3.69
svcomp_flag.c,YES,True,True,False,True,False,2,4.17
ChenFlurMukhopadhyay-SAS2012-Ex2.22_true-termination.c,YES,True,True,False,True,False,2,5.46
AliasDarteFeautrierGonnord-SAS2010-while2_true-termination.c,YES,True,True,False,True,False,2,8.7
svcomp_Urban_true-alloca.c,YES,True,False,False,True,False,2,4.26
ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c,YES,True,False,False,True,False,2,5.03
svcomp_a.05.c,YES,True,True,False,True,False,2,4.79
Arrays03-ValueRestictsIndex_true-termination.c,YES,True,True,False,True,False,2,5.45
svcomp_ex3a-alloca.c,YES,True,True,False,True,False,2,2.85
nondet_ll_search_last_n.c,YES,True,False,False,True,False,2,6.07
svcomp_cstrpbrk_true_alloca.c,YES,True,True,False,True,False,2,5.95
ChenFlurMukhopadhyay-SAS2012-Ex3.03_true-termination.c,YES,True,True,False,True,False,2,4.65
Log.c,YES,True,True,False,True,False,2,6.16
PastaA10.c,YES,True,True,False,True,False,2,3.52
ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c,YES,True,True,False,True,False,2,3.38
svcomp_b.17-alloca.c,YES,True,True,False,True,False,2,6.32
McCarthy91_Iteration_true-termination.c,YES,False,False,False,True,False,2,7.84
ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c,YES,True,True,False,True,False,2,9.16
LogAG.c,YES,True,True,False,True,False,2,4.67
svcomp_EvenOdd01_true-unreach-call_true-termination_modified.c,YES,True,True,False,True,False,2,3.96
CookSeeZuleger-TACAS2013-Fig7a_true-termination.c,YES,True,True,False,True,False,2,2.94
IntPath.c,YES,True,False,False,True,False,2,4.93
CookSeeZuleger-TACAS2013-Fig1_true-termination.c,YES,True,True,False,True,False,2,7.18
PastaA1.c,YES,True,True,False,True,False,2,5.01
GulavaniGulwani-CAV2008-Fig1b_true-termination.c,YES,True,True,False,True,False,2,8.98
standard_compare_true-unreach-call_ground.c,YES,True,True,False,True,False,2,4.12
svcomp_substring_alloca.c,YES,True,True,False,True,False,2,15.13
ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c,YES,True,True,False,True,False,2,8.68
nondet_ll_search_last_zero.c,YES,True,False,False,True,False,2,4.25
svcomp_a.01-alloca.c,YES,True,True,False,True,False,2,6.77
Binomial_true.c,YES,True,True,False,True,False,2,7.72
svcomp_c.01-no-inv.c,YES,True,True,False,True,False,2,5.49
svcomp_java_Break.c,YES,True,True,False,True,False,2,4.1
McCarthy91_Recursion_true-termination.c,YES,True,True,False,True,False,2,4.14
PastaB4.c,YES,True,False,False,True,False,2,5.56
Piecewise_true-termination.c,YES,True,True,False,True,False,2,7.4
HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c,YES,True,True,False,True,False,2,4.97
