151.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]",2.63
144.bpl,Y,Nested,2,"[('TERM', 'Multi'), ('TERM', 'Other'), ('TERM', 'Other')]",2.93
55.bpl,Y,Nested,1,"[('TERM', 'Other'), ('TERM', 'Other'), ('TERM', 'Other')]",2.43
167.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'RECUR')]",2.57
126.bpl,Y,Nested,2,"[('TERM', 'Nested'), ('TERM', 'Nested'), ('TERM', 'Nested')]",20.79
PastaC7.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('NONTERM', 'RECUR')]",2.65
2Nested-2.bpl,Y,Nested,2,"[('NONTERM', 'RECUR'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]",2.77
a.09_assume.bpl,Y,Nested,1,"[('NONTERM', 'MONO'), ('TERM', 'Single'), ('NONTERM', 'MONO')]",2.87
ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl,Y,Nested,2,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'MONO')]",2.76
61.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",11.2
73.bpl,Y,Nested,2,"[('NONTERM', 'OTHER'), ('NONTERM', 'OTHER'), ('TERM', 'Single')]",2.41
158.bpl,Y,Nested,1,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]",2.39
162.bpl,Y,Nested,1,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]",7.33
133.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.66
154.bpl,Y,Nested,4,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.34
154.bpl,Y,Nested,4,"[('TERM', 'Single'), ('TERM', 'Single'), ('NONTERM', 'RECUR')]",2.27
149.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.23
b.04.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]",2.89
67.bpl,Y,Nested,2,"[('TERM', 'Multi'), ('TERM', 'Multi'), ('TERM', 'Multi')]",2.56
159.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('TERM', 'Single'), ('TERM', 'Single')]",2.85
15.bpl,Y,Nested,3,"[('TERM', 'Nested'), ('TERM', 'Nested'), ('TERM', 'Nested')]",2.94
ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl,Y,Nested,2,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'RECUR')]",3.74
115.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'OTHER')]",2.41
68.bpl,Y,Nested,3,"[('TERM', 'Nested'), ('TERM', 'Nested'), ('TERM', 'Nested')]",2.37
150.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('TERM', 'Nested'), ('TERM', 'Nested')]",2.95
164.bpl,Y,Nested,1,"[('NONTERM', 'MONO'), ('NONTERM', 'RECUR'), ('NONTERM', 'MONO')]",3.06
ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl,Y,Nested,2,"[('NONTERM', 'RECUR'), ('TERM', 'Single'), ('NONTERM', 'RECUR')]",4.04
LeikeHeizmann-TACAS2014-Fig1.bpl,Y,Nested,2,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]",2.34
83.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'RECUR')]",2.73
PastaB6.bpl,Y,Nested,1,"[('NONTERM', 'OTHER'), ('NONTERM', 'MONO'), ('TERM', 'Single')]",3.78
30.bpl,Y,Nested,1,"[('NONTERM', 'MONO'), ('NONTERM', 'OTHER'), ('NONTERM', 'RECUR')]",2.63
148.bpl,Y,Nested,1,"[('NONTERM', 'MONO'), ('NONTERM', 'RECUR'), ('NONTERM', 'OTHER')]",3.01
36.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.53
72.bpl,Y,Nested,2,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",3.09
Waldkirch.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.69
PastaA6_false-no-overflow_true-termination.bpl,Y,Nested,1,"[('NONTERM', 'MONO'), ('TERM', 'Single'), ('NONTERM', 'MONO')]",2.97
166.bpl,Y,Nested,1,"[('TERM', 'Nested'), ('TERM', 'Single'), ('TERM', 'Other')]",6.81
PastaA4.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.78
52.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.92
WhileDecr.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.64
PastaA5_false-no-overflow_true-termination.bpl,Y,Nested,1,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]",2.72
PastaB2.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",6.25
156.bpl,Y,Nested,2,"[('TERM', 'Single'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]",2.34
PastaC7_false-no-overflow.bpl,Y,Nested,1,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]",4.92
PastaB4.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'OTHER')]",3.54
1.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",4.19
168.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",3.15
a.09_assume_false-no-overflow.bpl,Y,Nested,1,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]",3.11
163.bpl,Y,Nested,1,"[('NONTERM', 'OTHER'), ('TERM', 'Multi'), ('TERM', 'Single')]",4.44
152.bpl,Y,Nested,1,"[('NONTERM', 'OTHER'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]",3.6
57.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.49
132.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.69
b.03_assume.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]",2.75
b.03_assume.bpl,Y,Nested,1,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]",3.5
153.bpl,Y,Nested,1,"[('NONTERM', 'OTHER'), ('NONTERM', 'RECUR'), ('NONTERM', 'OTHER')]",2.71
GulavaniGulwani-CAV2008-Fig1c.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.34
165.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'MONO')]",2.61
PastaB11_false-no-overflow_true-termination.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.87
PastaB1.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.74
160.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Other'), ('NONTERM', 'OTHER')]",2.28
ChenFlurMukhopadhyay-SAS2012-Ex2.01.bpl,Y,Nested,2,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]",2.7
ChenFlurMukhopadhyay-SAS2012-Ex3.04.bpl,Y,Nested,2,"[('NONTERM', 'MONO'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]",2.69
58.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.58
66.bpl,Y,Nested,2,"[('TERM', 'Multi'), ('TERM', 'Multi'), ('TERM', 'Multi')]",2.74
29.bpl,Y,Nested,1,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]",2.77
127.bpl,Y,Nested,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.26
161.bpl,Y,Nested,1,"[('NONTERM', 'RECUR'), ('TERM', 'Other'), ('TERM', 'Single')]",2.68
51.bpl,Y,Nested,2,"[('TERM', 'Single'), ('TERM', 'Single'), ('NONTERM', 'MONO')]",2.97
ColonSipma-TACAS2001-Fig1.bpl,Y,Multi,2,"[('TERM', 'Nested'), ('TERM', 'Single'), ('TERM', 'Single')]",2.45
PastaA7.bpl,Y,Multi,1,"[('NONTERM', 'OTHER'), ('TERM', 'Single'), ('NONTERM', 'MONO')]",2.67
PastaB7.bpl,Y,Multi,1,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.91
157.bpl,Y,Multi,2,"[('NONTERM', 'RECUR'), ('NONTERM', 'OTHER'), ('NONTERM', 'RECUR')]",2.84
AliasDarteFeautrierGonnord-SAS2010-terminate.bpl,Y,Multi,2,"[('TERM', 'Single'), ('NONTERM', 'RECUR'), ('TERM', 'Single')]",2.64
4NestedWith3Variables-2.bpl,Y,Multi,4,"[('NONTERM', 'RECUR'), ('NONTERM', 'RECUR'), ('NONTERM', 'RECUR')]",2.87
AliasDarteFeautrierGonnord-SAS2010-exmini.bpl,Y,Multi,4,"[('TERM', 'Single'), ('TERM', 'Single'), ('TERM', 'Single')]",2.56
7.bpl,Y,Multi,4,"[('NONTERM', 'MONO'), ('NONTERM', 'MONO'), ('NONTERM', 'MONO')]",2.88
