file,result,has_error,error_detail,exit_code,result_source,time_taken,full_log,ultimate_log,processed_time,path,Datasets,spec,architecture,timeout,enbale_fulloutput,ultimate_root,command
AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c,YES,0,,0,stdout_stderr,4.39,Results/ultimate/ultiouts/c_bench_term/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c-ultimate-svtermprp.log,,2026-01-22 17:03:51,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c
AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination_true-no-overflow.c,YES,0,,0,stdout_stderr,4.65,Results/ultimate/ultiouts/c_bench_term/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination_true-no-overflow.c-ultimate-svtermprp.log,,2026-01-22 17:03:56,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination_true-no-overflow.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination_true-no-overflow.c
AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow.c,YES,0,,0,stdout_stderr,4.34,Results/ultimate/ultiouts/c_bench_term/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow.c-ultimate-svtermprp.log,,2026-01-22 17:04:00,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow.c
Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified1.c,YES,0,,0,stdout_stderr,4.42,Results/ultimate/ultiouts/c_bench_term/Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified1.c-ultimate-svtermprp.log,,2026-01-22 17:04:05,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified1.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified1.c
Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified2.c,YES,0,,0,stdout_stderr,4.50,Results/ultimate/ultiouts/c_bench_term/Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified2.c-ultimate-svtermprp.log,,2026-01-22 17:04:09,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified2.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified2.c
Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination.c,YES,0,,0,stdout_stderr,4.42,Results/ultimate/ultiouts/c_bench_term/Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination.c-ultimate-svtermprp.log,,2026-01-22 17:04:14,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination.c
BradleyMannaSipma-ICALP2005-Fig1_true-termination.c,YES,0,,0,stdout_stderr,4.15,Results/ultimate/ultiouts/c_bench_term/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c-ultimate-svtermprp.log,,2026-01-22 17:04:18,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c
Cairo_true-no-overflow_true-termination_true-valid-memsafety.c,YES,0,,0,stdout_stderr,3.95,Results/ultimate/ultiouts/c_bench_term/Cairo_true-no-overflow_true-termination_true-valid-memsafety.c-ultimate-svtermprp.log,,2026-01-22 17:04:22,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Cairo_true-no-overflow_true-termination_true-valid-memsafety.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Cairo_true-no-overflow_true-termination_true-valid-memsafety.c
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_false-no-overflow.c,MAYBE,0,,0,stdout_stderr,9.39,Results/ultimate/ultiouts/c_bench_term/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_false-no-overflow.c-ultimate-svtermprp.log,,2026-01-22 17:04:31,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_false-no-overflow.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_false-no-overflow.c
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c,YES,0,,0,stdout_stderr,4.22,Results/ultimate/ultiouts/c_bench_term/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c-ultimate-svtermprp.log,,2026-01-22 17:04:35,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c,YES,0,,0,stdout_stderr,3.86,Results/ultimate/ultiouts/c_bench_term/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c-ultimate-svtermprp.log,,2026-01-22 17:04:39,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c
ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version1.c,MAYBE,0,,0,stdout_stderr,5.40,Results/ultimate/ultiouts/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version1.c-ultimate-svtermprp.log,,2026-01-22 17:04:45,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version1.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version1.c
ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version2.c,MAYBE,0,,0,stdout_stderr,5.75,Results/ultimate/ultiouts/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version2.c-ultimate-svtermprp.log,,2026-01-22 17:04:50,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version2.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version2.c
ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version3.c,MAYBE,0,,0,stdout_stderr,6.68,Results/ultimate/ultiouts/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version3.c-ultimate-svtermprp.log,,2026-01-22 17:04:57,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version3.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version3.c
ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version4.c,MAYBE,0,,0,stdout_stderr,6.26,Results/ultimate/ultiouts/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version4.c-ultimate-svtermprp.log,,2026-01-22 17:05:03,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version4.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version4.c
