file,SVMRresult,svmr_statuses,result_2ls,2ls_time,irank_result,irank_time,cpalasso25_result,cpalasso25_time,cpageneral25_result,cpageneral25_time,cpalasso260122result,cpalasso260122time,cpageneral260122result,cpageneral260122time,AProVEonline24,Ultimate-online,AProVEonline25,MuVal-online,Ultimate260122_result,Ultimate260122_time_taken,ET+CPAlasso25,loop_type,loops_count,loops_depth,loop_condition_variables_count,has_break,loop_condition_always_true,initial_sat_condition,array_operator,pointer_operator,lines,language,program_type,recur_type,SVMR_is_term,CPA_is_term,Combo_is_term
GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c,Unknown,Unknown,Unknown,1.0,Terminate,17.41599131,Terminate,9.28,Terminate,9.65,Terminate,4.04,Terminate,4.27,timeout,Terminate,Terminate,Terminate,TIMEOUT,300.01,Terminate,Linear,1,1,3,False,False,True,False,True,34,C,loop,,False,True,True
HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination.c,Unknown,Unknown,Unknown,8.09,Nonterminate,4.00972414,Terminate,9.49,Terminate,61.39,Terminate,5.94,Terminate,6.06,Terminate,Unknown,MAYBE,Terminate,Unknown,4.95,Terminate,Linear,1,1,1,False,False,True,False,True,19,C,loop,,False,True,True
LeikeHeizmann-TACAS2014-Fig1_true-termination.c,failed,Failed,Unknown,0.98,Terminate,1.62724638,Terminate,3.39,Terminate,4.42,Terminate,1.65,Terminate,1.8,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Terminate,Linear,1,1,1,False,False,True,False,False,22,C,loop,,False,True,True
svcomp_a.04.c,Terminate,TERMINATE,Terminate,0.2,Terminate,1.510835886,Terminate,2.97,Terminate,3.62,Terminate,1.43,Terminate,1.58,Terminate,Terminate,Terminate,Terminate,Terminate,3.77,Terminate,Linear,1,1,2,False,False,True,False,False,15,C,loop,,True,True,True
svcomp_java_AG313-alloca.c,Terminate,TERMINATE,Failed,0.24,Failed,0.345540762,Unknown,4.34,Unknown,4.29,Unknown,2.38,Unknown,288.07,Terminate,Terminate,Terminate,Terminate,Terminate,4.25,Terminate,Linear,1,1,1,False,False,True,False,True,23,C,loop,,True,False,True
AliasDarteFeautrierGonnord-SAS2010-loops_true-termination.c,failed,Failed,Unknown,0.2,Terminate,2.413120031,Terminate,3.59,Terminate,4.37,Terminate,1.72,Terminate,2.12,Terminate,Terminate,Terminate,Terminate,Terminate,4.75,Terminate,Nested,2,2,2,False,False,True,False,True,30,C,loop,,False,True,True
AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c,Unknown,Unknown,Terminate,0.11,Terminate,0.882511854,Terminate,2.83,Terminate,3.3,Terminate,1.46,Terminate,1.47,Terminate,Terminate,Terminate,Terminate,Terminate,3.68,Terminate,Linear,1,1,1,False,False,True,False,False,17,C,loop,,False,True,True
svcomp_flag-alloca.c,Terminate,TERMINATE,Failed,0.23,Failed,0.34813118,Unknown,3.92,Unknown,4.09,Unknown,2.87,Unknown,288.5,Terminate,Terminate,Terminate,Terminate,Terminate,6.25,Terminate,Linear,1,1,1,False,False,True,False,True,24,C,loop,,True,False,True
CookSeeZuleger-TACAS2013-Fig8a_true-termination.c,Terminate,TERMINATE,Unknown,0.13,Terminate,4.528115749,Terminate,3.08,Terminate,3.6,Terminate,1.84,Terminate,1.69,Terminate,Terminate,Terminate,Terminate,Terminate,5.32,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,,True,True,True
ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c,failed,Failed,Terminate,0.53,Terminate,2.187636614,Terminate,4.88,Terminate,3.42,Terminate,2.28,Terminate,2.7,Terminate,Terminate,Terminate,Terminate,Terminate,4.05,Terminate,Linear,1,1,1,False,False,True,False,False,33,C,loop,,False,True,True
BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c,failed,Failed,Unknown,0.83,Terminate,1.605215311,Terminate,2.81,Terminate,3.27,Terminate,1.71,Terminate,1.48,Terminate,Terminate,Terminate,Terminate,Terminate,3.88,Terminate,Linear,1,1,1,False,False,True,False,False,23,C,loop,,False,True,True
svcomp_b.14.c,Terminate,TERMINATE,Terminate,0.62,Terminate,2.049182177,Terminate,3.47,Terminate,4.08,Terminate,1.65,Terminate,2.17,Terminate,Terminate,Terminate,Terminate,Terminate,4.08,Terminate,Nested,2,2,2,False,False,True,False,True,18,C,loop,,True,True,True
CookSeeZuleger-TACAS2013-Fig7b_true-termination.c,Unknown,Unknown,Terminate,0.36,Terminate,102.230557,Terminate,4.41,Terminate,6.1,Terminate,2.32,Terminate,2.45,Terminate,Terminate,Terminate,timeout,Terminate,5.38,Terminate,Linear,1,1,3,False,False,True,False,True,28,C,loop,,False,True,True
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c,Unknown,Unknown,Unknown,2.26,Terminate,8.775921345,Terminate,2.72,Terminate,4.94,Terminate,1.61,Nonterminate,1.31,Terminate,Terminate,Terminate,Terminate,Terminate,3.92,Terminate,Linear,1,1,5,False,False,True,False,True,31,C,loop,,False,True,True
svcomp_java_Nested.c,failed,"ERROR,TERMINATE",Terminate,0.6,Terminate,2.028608322,Terminate,4.52,Terminate,5.22,Terminate,2.04,Terminate,1.86,Terminate,Terminate,Terminate,Terminate,Terminate,4.84,Terminate,Multiple,2,1,2,False,False,True,False,False,10,C,loop,,False,True,True
PastaB7.c,Unknown,Unknown,Terminate,0.11,Terminate,1.312035322,Terminate,2.91,Terminate,3.56,Terminate,1.41,Terminate,1.47,Terminate,Terminate,Terminate,Terminate,Terminate,3.75,Terminate,Linear,1,1,3,False,False,True,False,True,19,C,loop,,False,True,True
svcomp_b.06.c,Unknown,Unknown,Terminate,0.27,Terminate,1.271632433,Terminate,2.79,Terminate,3.58,Terminate,1.41,Terminate,1.54,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Terminate,Linear,1,1,1,False,False,True,False,True,16,C,loop,,False,True,True
AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c,Unknown,Unknown,Unknown,6.62,Terminate,2.238676071,Terminate,2.65,Terminate,3.24,Terminate,1.6,Terminate,1.74,Terminate,Terminate,Terminate,Terminate,Terminate,3.67,Terminate,Linear,1,1,2,False,False,True,False,False,25,C,loop,,False,True,True
PastaA4.c,Terminate,TERMINATE,Terminate,0.16,Terminate,0.938995838,Terminate,2.93,Terminate,3.38,Terminate,1.38,Terminate,1.49,Terminate,Terminate,Terminate,Terminate,Terminate,3.72,Terminate,Linear,1,1,2,False,False,True,False,False,16,C,loop,,True,True,True
MinusBuiltIn.c,Unknown,Unknown,Unknown,0.47,Terminate,1.513674021,Terminate,2.83,Terminate,2.75,Terminate,1.37,Terminate,1.48,Terminate,Terminate,Terminate,Terminate,Terminate,3.88,Terminate,Linear,1,1,2,False,False,True,False,False,20,C,loop,,False,True,True
PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c,failed,Failed,Unknown,75.77,Terminate,19.37530518,Terminate,5.26,Terminate,6.06,Terminate,2.47,Terminate,2.7,Terminate,Terminate,Terminate,Terminate,TIMEOUT,300.08,Terminate,Linear,1,1,2,False,False,True,False,True,33,C,loop,,False,True,True
easy1_true-termination.c,Unknown,Unknown,Terminate,0.17,Terminate,1.058041096,Terminate,3.51,Terminate,3.88,Terminate,1.62,Terminate,1.52,Terminate,Terminate,Terminate,Terminate,Terminate,6.08,Terminate,Linear,1,1,1,False,False,True,False,False,28,C,loop,,False,True,True
PastaB11.c,Terminate,TERMINATE,Terminate,0.24,Terminate,3.08027029,Terminate,2.96,Terminate,3.89,Terminate,1.57,Terminate,1.66,Terminate,Terminate,Terminate,Terminate,Terminate,4.2,Terminate,Linear,1,1,2,False,False,True,False,False,24,C,loop,,True,True,True
PastaB15.c,Unknown,Unknown,Terminate,0.27,Terminate,2.651130438,Terminate,3.57,Terminate,4.42,Terminate,1.66,Terminate,2.01,Terminate,Terminate,Terminate,Terminate,Terminate,4.14,Terminate,Nested,2,2,3,False,False,True,False,True,21,C,loop,,False,True,True
aaron2_true-termination.c,Unknown,Unknown,Unknown,0.32,Terminate,0.931140184,Terminate,2.96,Terminate,3.44,Terminate,1.42,Terminate,1.24,Terminate,Terminate,Terminate,Terminate,Terminate,3.79,Terminate,Linear,1,1,3,False,False,True,False,True,24,C,loop,,False,True,True
svcomp_NoriSharma-2013FSE-Fig8_true-alloca.c,Terminate,TERMINATE,Failed,0.25,Failed,0.482120514,Unknown,44.91,Unknown,42.32,Unknown,28.79,Unknown,257.79,Terminate,Terminate,Terminate,Terminate,Terminate,6.33,Terminate,Linear,1,1,2,False,False,True,False,True,25,C,loop,,True,False,True
Nested.c,Unknown,Unknown,Terminate,0.29,Terminate,1.724766731,Terminate,4.53,Terminate,5.0,Terminate,2.09,Terminate,1.3,Terminate,Terminate,Terminate,Terminate,Terminate,4.02,Terminate,Nested,2,2,2,False,False,True,False,False,20,C,loop,,False,True,True
AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c,Terminate,TERMINATE,Terminate,0.23,Terminate,8.686114311,Terminate,3.33,Terminate,4.21,Terminate,1.56,Terminate,1.66,Terminate,Terminate,Terminate,Terminate,Terminate,4.5,Terminate,Linear,1,1,2,False,False,True,False,True,24,C,loop,,True,True,True
HarrisLalNoriRajamani-SAS2010-Fig3_true-termination.c,failed,Failed,Unknown,0.48,Terminate,1.730995178,Terminate,2.82,Terminate,3.45,Terminate,1.4,Terminate,1.47,Terminate,Terminate,Terminate,Terminate,Terminate,3.74,Terminate,Linear,1,1,1,False,False,True,False,False,30,C,loop,,False,True,True
AliasDarteFeautrierGonnord-SAS2010-wcet2_true-termination.c,failed,Failed,Terminate,0.24,Terminate,1.869081497,Terminate,6.4,TIMEOUT,300.04,Terminate,2.89,Terminate,3.4,Terminate,Terminate,Terminate,Terminate,Terminate,4.81,Terminate,Nested,2,2,2,False,False,True,False,True,21,C,loop,,False,True,True
Toulouse-MultiBranchesToLoop_true-termination.c,Unknown,Unknown,Unknown,1.72,Unknown,29.25172377,Terminate,5.04,TIMEOUT,300.05,Terminate,2.31,Terminate,2.57,Terminate,Terminate,Terminate,Terminate,Terminate,4.85,Terminate,Linear,1,1,2,False,False,True,False,True,65,C,loop,,False,True,True
svcomp_a.01.c,failed,Failed,Terminate,0.49,Terminate,1.790472984,Terminate,2.68,Terminate,3.52,Terminate,1.7,Terminate,2.04,Terminate,Terminate,Terminate,Terminate,Terminate,4.43,Terminate,Nested,2,2,2,False,False,True,False,False,19,C,loop,,False,True,True
svcomp_a.07.c,failed,Failed,Terminate,0.19,Terminate,2.04521656,Terminate,2.87,Terminate,3.88,Terminate,1.46,Terminate,1.61,Terminate,Terminate,Terminate,Terminate,Terminate,3.85,Terminate,Linear,1,1,2,False,False,True,False,True,16,C,loop,,False,True,True
svcomp_b.18.c,failed,"ERROR,TERMINATE",Terminate,0.38,Terminate,2.97145772,Terminate,4.3,Terminate,5.15,Terminate,2.01,Terminate,2.32,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Terminate,Nested,3,2,2,False,False,True,False,True,21,C,loop,,False,True,True
PastaA8.c,Terminate,TERMINATE,Terminate,0.18,Terminate,1.065699577,Terminate,2.85,Unknown,273.45,Terminate,1.39,Terminate,1.49,Terminate,Terminate,Terminate,Terminate,Terminate,3.76,Terminate,Linear,1,1,2,False,False,True,False,False,17,C,loop,,True,True,True
MinusUserDefined.c,Unknown,Unknown,Unknown,0.64,Terminate,14.13214779,Terminate,4.49,Unknown,265.72,Terminate,2.02,Terminate,2.32,Terminate,Terminate,Terminate,Terminate,Terminate,4.31,Terminate,Nested,3,2,2,False,False,True,False,True,28,C,loop,,False,True,True
ColonSipma-TACAS2001-Fig1_true-termination.c,failed,Failed,Terminate,0.34,Terminate,1.931527138,Terminate,3.05,Terminate,3.6,Terminate,1.45,Terminate,1.55,Terminate,Terminate,Terminate,Terminate,Terminate,4.05,Terminate,Linear,1,1,3,False,False,True,False,True,26,C,loop,,False,True,True
KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c,Unknown,Unknown,Terminate,0.13,Terminate,1.669653416,Terminate,2.88,Terminate,3.45,Terminate,1.36,Terminate,1.52,Terminate,Terminate,Terminate,Terminate,Terminate,3.76,Terminate,Linear,1,1,1,False,False,True,False,False,22,C,loop,,False,True,True
ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c,Terminate,TERMINATE,Unknown,3.37,Terminate,2.826597691,Terminate,3.76,Terminate,160.83,Terminate,1.76,Terminate,1.92,Terminate,Terminate,Terminate,Terminate,Terminate,4.08,Terminate,Linear,1,1,3,False,False,True,False,True,31,C,loop,,True,True,True
svcomp_count_down_alloca.c,Terminate,TERMINATE,Failed,0.25,Failed,0.335786104,Unknown,2.53,Unknown,3.13,Unknown,1.71,Unknown,267.39,Terminate,Unknown,Terminate,Terminate,TIMEOUT,300.07,Terminate,Nested,3,2,4,False,False,True,True,True,24,C,loop,,True,False,True
PastaB16.c,failed,Failed,Terminate,0.2,Terminate,2.364196539,Terminate,3.26,Terminate,3.73,Terminate,1.59,Terminate,1.66,Terminate,Terminate,Terminate,Terminate,Terminate,4.02,Terminate,Nested,2,2,2,False,False,True,False,False,19,C,loop,,False,True,True
PastaB2.c,Terminate,TERMINATE,Terminate,0.19,Terminate,1.056160927,Terminate,2.91,Terminate,2.98,Terminate,1.42,Terminate,1.57,Terminate,Terminate,Terminate,Terminate,Terminate,3.72,Terminate,Linear,1,1,2,False,False,True,False,False,17,C,loop,,True,True,True
svcomp_c.01_assume.c,Unknown,"TERMINATE,UNKNOWN",Unknown,0.4,Terminate,2.692418337,Terminate,2.83,Terminate,3.3,Terminate,1.44,Terminate,1.57,Terminate,Terminate,Terminate,Terminate,Terminate,4.26,Terminate,Nested,2,2,2,False,False,True,False,True,21,C,loop,,False,True,True
svcomp_java_Break-alloca.c,Terminate,TERMINATE,Failed,0.24,Failed,0.467813969,Unknown,2.44,Unknown,2.57,Unknown,1.55,Unknown,294.55,Terminate,Terminate,Terminate,Terminate,Terminate,3.93,Terminate,Linear,1,1,0,True,True,True,False,True,15,C,loop,,True,False,True
min_rf_true-termination.c,Unknown,Unknown,Unknown,1.69,Terminate,21.68191648,Terminate,3.41,Terminate,4.69,Terminate,1.81,Terminate,1.86,Terminate,Terminate,Terminate,Terminate,Terminate,9.33,Terminate,Linear,1,1,2,False,False,True,False,True,25,C,loop,,False,True,True
ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c,Terminate,TERMINATE,Unknown,0.63,Terminate,1.768894434,Terminate,2.62,Terminate,3.4,Terminate,1.46,Terminate,1.53,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Terminate,Linear,1,1,1,True,False,True,False,True,30,C,loop,,True,True,True
UrbanMine-ESOP2014-Fig3_true-termination.c,Unknown,Unknown,Unknown,0.51,Terminate,154.2321348,Terminate,4.26,Terminate,5.34,Terminate,1.99,Terminate,2.09,Terminate,Terminate,Terminate,Terminate,Terminate,6.13,Terminate,Linear,1,1,2,False,False,True,False,True,31,C,loop,,False,True,True
Mysore_true-termination.c,Unknown,Unknown,Unknown,0.67,Terminate,1.878214598,Terminate,2.96,Terminate,3.3,Terminate,1.41,Terminate,1.57,Terminate,Terminate,Terminate,Terminate,Terminate,3.79,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,,False,True,True
svcomp_c.01-no-inv-alloca.c,Terminate,TERMINATE,Failed,0.25,Failed,0.474415541,Unknown,4.13,Unknown,4.65,Unknown,2.21,Nonterminate,1.43,Terminate,timeout,Terminate,Terminate,Terminate,54.63,Terminate,Nested,2,2,2,False,False,True,False,True,26,C,loop,,True,False,True
HarrisLalNoriRajamani-SAS2010-Fig1_true-termination.c,failed,Failed,Unknown,0.93,Terminate,99.72304583,Terminate,6.4,Terminate,8.72,Terminate,2.76,Terminate,3.13,Terminate,Terminate,Terminate,Terminate,Terminate,7.04,Terminate,Multiple,2,1,4,False,False,True,False,True,46,C,loop,,False,True,True
NoriSharma-FSE2013-Fig7_true-termination.c,Unknown,Unknown,Unknown,8.89,Terminate,2.538049698,Terminate,3.72,Unknown,265.97,Terminate,1.69,Terminate,1.77,Terminate,Terminate,Terminate,Terminate,Terminate,4.22,Terminate,Linear,1,1,4,False,False,True,False,False,29,C,loop,,False,True,True
ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c,failed,Failed,Terminate,0.31,Terminate,41.74072981,Terminate,2.84,Terminate,3.14,Terminate,1.68,Terminate,1.68,Terminate,Terminate,Terminate,Terminate,Terminate,3.88,Terminate,Linear,1,1,2,False,False,True,False,True,35,C,loop,,False,True,True
AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c,Unknown,Unknown,Unknown,1.25,Terminate,6.976073265,Terminate,24.69,Terminate,4.63,Terminate,12.99,Terminate,13.04,Terminate,Terminate,Terminate,Terminate,Terminate,4.72,Terminate,Linear,1,1,2,False,False,True,False,True,28,C,loop,,False,True,True
svcomp_b.13.c,failed,Failed,Terminate,0.27,Terminate,17.28842139,Terminate,2.64,Terminate,3.26,Terminate,1.66,Terminate,1.74,Terminate,Terminate,Terminate,Terminate,Terminate,4.13,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,,False,True,True
svcomp_c.03.c,failed,Failed,Terminate,0.21,Terminate,1.885166883,Terminate,2.67,Terminate,3.79,Terminate,1.68,Terminate,1.82,Terminate,Terminate,Terminate,Terminate,Terminate,5.24,Terminate,Linear,1,1,2,False,False,True,False,False,21,C,loop,,False,True,True
PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c,Terminate,TERMINATE,Terminate,0.11,Terminate,0.82054019,Terminate,2.75,Terminate,3.18,Terminate,1.4,Terminate,1.45,Terminate,Terminate,Terminate,Terminate,Terminate,3.73,Terminate,Linear,1,1,1,False,False,True,False,False,20,C,loop,,True,True,True
Pure2Phase_true-termination.c,Unknown,Unknown,Unknown,0.48,Terminate,2.713484049,Terminate,3.35,Terminate,3.85,Terminate,1.51,Terminate,1.66,Terminate,Terminate,Terminate,Terminate,Terminate,4.65,Terminate,Linear,1,1,1,False,False,True,False,False,28,C,loop,,False,True,True
Cairo_true-termination.c,Unknown,Unknown,Unknown,0.35,Unknown,3.622193575,Terminate,2.89,Terminate,3.33,Terminate,1.47,Terminate,1.49,Terminate,Terminate,Terminate,Terminate,Terminate,3.93,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,,False,True,True
MinusMin.c,Unknown,Unknown,Failed,300.05,Terminate,1.683344364,Terminate,2.41,Terminate,3.22,Terminate,1.52,Terminate,1.6,Terminate,Terminate,Terminate,Terminate,Terminate,4.79,Terminate,Linear,1,1,2,False,False,True,False,False,25,C,loop,,False,True,True
Urban-WST2013-Fig2_true-termination.c,Unknown,Unknown,Terminate,0.2,Terminate,2.092039585,Terminate,3.83,Terminate,4.59,Terminate,1.85,Terminate,2.21,Terminate,Terminate,Terminate,Terminate,Terminate,4.77,Terminate,Nested,2,2,2,False,False,True,False,False,27,C,loop,,False,True,True
Nyala-2lex_true-termination.c,Unknown,Unknown,Terminate,0.38,Terminate,4.262490988,Terminate,3.03,Terminate,3.43,Terminate,1.49,Nonterminate,1.23,Terminate,Terminate,Terminate,Terminate,Terminate,4.21,Terminate,Linear,1,1,1,True,False,True,False,False,26,C,loop,,False,True,True
ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c,Unknown,Unknown,Terminate,0.62,Terminate,1.536236048,Terminate,2.88,Terminate,3.46,Terminate,1.46,Terminate,1.49,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Terminate,Linear,1,1,2,False,False,True,False,True,32,C,loop,,False,True,True
kbfiltr_simpl1_true-unreach-call_true-termination.cil.c,,,Unknown,0.74,Terminate,0.484479666,Terminate,2.66,Terminate,2.43,Terminate,1.29,Terminate,1.4,timeout,Terminate,timeout,Terminate,Terminate,4.16,Terminate,,0,0,0,False,False,True,False,True,768,C,Unknown,,False,True,True
ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c,Unknown,Unknown,Unknown,0.68,Terminate,2.065848589,Unknown,4.43,Terminate,6.37,Unknown,2.08,Unknown,263.75,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Unknown,Linear,1,1,2,False,False,True,False,True,29,C,loop,,False,True,True
rec_counter1.c,Terminate,TERMINATE,Terminate,0.28,Failed,0.324733019,Unknown,2.16,Unknown,2.26,Failed,0.4,Failed,0.41,Terminate,Terminate,Terminate,Failed,Terminate,4.87,Terminate,Linear,1,1,1,False,False,True,False,False,22,C,loop,non-tail,True,False,True
ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c,failed,Failed,Terminate,0.26,Terminate,1.950015068,Terminate,2.94,Terminate,3.4,Terminate,1.44,Terminate,1.5,Terminate,Terminate,Terminate,Terminate,Terminate,3.72,Terminate,Linear,1,1,2,True,False,True,False,False,31,C,loop,,False,True,True
diskperf_simpl1_true-unreach-call_true-termination.cil.c,Unknown,Unknown,Unknown,0.85,Failed,300.0,Terminate,9.89,Terminate,16.05,Terminate,4.62,Terminate,5.04,timeout,timeout,timeout,Terminate,Terminate,8.6,Terminate,Linear,1,1,0,False,True,True,False,True,1453,C,loop,,False,True,True
